Entity,Code,Day,people_vaccinated
Dept of Defense,,2021-02-12,536578
Dept of Defense,,2021-02-13,548146
Dept of Defense,,2021-02-14,561995
Dept of Defense,,2021-02-16,563839
Dept of Defense,,2021-02-17,566933
Dept of Defense,,2021-02-18,580821
Dept of Defense,,2021-02-19,590070
Dept of Defense,,2021-02-20,601135
Dept of Defense,,2021-02-21,610523
Dept of Defense,,2021-02-22,617656
Dept of Defense,,2021-02-23,618732
Dept of Defense,,2021-02-24,626701
Dept of Defense,,2021-02-25,635697
Dept of Defense,,2021-02-26,645656
Dept of Defense,,2021-02-27,661048
Dept of Defense,,2021-02-28,678654
Dept of Defense,,2021-03-01,680202
Dept of Defense,,2021-03-02,680682
Dept of Defense,,2021-03-03,694151
Dept of Defense,,2021-03-04,706316
Dept of Defense,,2021-03-05,721060
Dept of Defense,,2021-03-06,738100
Dept of Defense,,2021-03-07,758512
Dept of Defense,,2021-03-08,765550
Dept of Defense,,2021-03-09,868701
Dept of Defense,,2021-03-10,885870
Dept of Defense,,2021-03-11,907822
Dept of Defense,,2021-03-12,928122
Dept of Defense,,2021-03-13,929473
Dept of Defense,,2021-03-14,929473
Dept of Defense,,2021-03-15,930223
Dept of Defense,,2021-03-16,937655
Dept of Defense,,2021-03-17,954481
Dept of Defense,,2021-03-18,975393
Dept of Defense,,2021-03-19,995086
Dept of Defense,,2021-03-20,1020715
Dept of Defense,,2021-03-21,1051954
Dept of Defense,,2021-03-22,1056044
Dept of Defense,,2021-03-23,1058047
Dept of Defense,,2021-03-24,1065778
Dept of Defense,,2021-03-25,1078078
Dept of Defense,,2021-03-26,1125876
Dept of Defense,,2021-03-27,1153904
Dept of Defense,,2021-03-28,1183172
Dept of Defense,,2021-03-29,1191364
Dept of Defense,,2021-03-30,1197277
Dept of Defense,,2021-03-31,1213941
Dept of Defense,,2021-04-01,1232692
Dept of Defense,,2021-04-02,1253369
Dept of Defense,,2021-04-03,1285683
Dept of Defense,,2021-04-04,1314577
District of Columbia,,2021-01-13,1957
District of Columbia,,2021-01-14,29927
District of Columbia,,2021-01-15,31667
District of Columbia,,2021-01-19,39747
District of Columbia,,2021-01-20,41135
District of Columbia,,2021-01-21,43377
District of Columbia,,2021-01-22,44773
District of Columbia,,2021-01-23,47088
District of Columbia,,2021-01-24,49292
District of Columbia,,2021-01-25,50902
District of Columbia,,2021-01-26,51399
District of Columbia,,2021-01-27,53590
District of Columbia,,2021-01-28,55599
District of Columbia,,2021-01-29,57152
District of Columbia,,2021-01-30,59570
District of Columbia,,2021-01-31,61737
District of Columbia,,2021-02-01,63208
District of Columbia,,2021-02-02,64241
District of Columbia,,2021-02-03,65207
District of Columbia,,2021-02-04,66645
District of Columbia,,2021-02-05,69999
District of Columbia,,2021-02-06,71810
District of Columbia,,2021-02-07,73505
District of Columbia,,2021-02-08,75351
District of Columbia,,2021-02-09,75351
District of Columbia,,2021-02-10,75351
District of Columbia,,2021-02-11,79776
District of Columbia,,2021-02-12,80772
District of Columbia,,2021-02-13,81699
District of Columbia,,2021-02-14,84740
District of Columbia,,2021-02-16,87243
District of Columbia,,2021-02-17,88287
District of Columbia,,2021-02-18,88924
District of Columbia,,2021-02-19,106692
District of Columbia,,2021-02-20,107751
District of Columbia,,2021-02-21,109045
District of Columbia,,2021-02-22,71399
District of Columbia,,2021-02-23,72181
District of Columbia,,2021-02-24,73826
District of Columbia,,2021-02-25,74825
District of Columbia,,2021-02-26,76194
District of Columbia,,2021-02-27,79693
District of Columbia,,2021-02-28,83668
District of Columbia,,2021-03-01,84724
District of Columbia,,2021-03-02,85368
District of Columbia,,2021-03-03,87114
District of Columbia,,2021-03-04,90190
District of Columbia,,2021-03-05,92623
District of Columbia,,2021-03-06,95302
District of Columbia,,2021-03-07,98505
District of Columbia,,2021-03-08,100571
District of Columbia,,2021-03-09,102392
District of Columbia,,2021-03-10,105267
District of Columbia,,2021-03-11,108700
District of Columbia,,2021-03-12,112244
District of Columbia,,2021-03-13,115660
District of Columbia,,2021-03-14,120982
District of Columbia,,2021-03-15,126422
District of Columbia,,2021-03-16,128836
District of Columbia,,2021-03-17,133611
District of Columbia,,2021-03-18,136208
District of Columbia,,2021-03-19,139568
District of Columbia,,2021-03-20,142923
District of Columbia,,2021-03-21,147691
District of Columbia,,2021-03-22,150379
District of Columbia,,2021-03-23,152058
District of Columbia,,2021-03-24,154836
District of Columbia,,2021-03-25,159355
District of Columbia,,2021-03-26,163251
District of Columbia,,2021-03-27,168663
District of Columbia,,2021-03-28,175453
District of Columbia,,2021-03-29,181374
District of Columbia,,2021-03-30,185928
District of Columbia,,2021-03-31,193796
District of Columbia,,2021-04-01,198018
District of Columbia,,2021-04-02,202602
District of Columbia,,2021-04-03,208953
District of Columbia,,2021-04-04,214219
Federated States of Micronesia,,2021-01-12,414
Federated States of Micronesia,,2021-01-13,555
Federated States of Micronesia,,2021-01-14,604
Federated States of Micronesia,,2021-01-15,692
Federated States of Micronesia,,2021-01-19,1434
Federated States of Micronesia,,2021-01-20,1753
Federated States of Micronesia,,2021-01-21,2084
Federated States of Micronesia,,2021-01-22,2511
Federated States of Micronesia,,2021-01-23,2749
Federated States of Micronesia,,2021-01-24,2749
Federated States of Micronesia,,2021-01-25,2755
Federated States of Micronesia,,2021-01-26,2973
Federated States of Micronesia,,2021-01-27,3210
Federated States of Micronesia,,2021-01-28,3471
Federated States of Micronesia,,2021-01-29,3933
Federated States of Micronesia,,2021-01-30,3933
Federated States of Micronesia,,2021-01-31,3933
Federated States of Micronesia,,2021-02-01,5068
Federated States of Micronesia,,2021-02-02,5683
Federated States of Micronesia,,2021-02-03,6210
Federated States of Micronesia,,2021-02-04,6646
Federated States of Micronesia,,2021-02-05,6943
Federated States of Micronesia,,2021-02-06,7230
Federated States of Micronesia,,2021-02-07,7309
Federated States of Micronesia,,2021-02-08,7310
Federated States of Micronesia,,2021-02-09,7550
Federated States of Micronesia,,2021-02-10,7744
Federated States of Micronesia,,2021-02-11,7991
Federated States of Micronesia,,2021-02-12,8270
Federated States of Micronesia,,2021-02-13,8434
Federated States of Micronesia,,2021-02-14,8495
Federated States of Micronesia,,2021-02-16,8825
Federated States of Micronesia,,2021-02-17,9118
Federated States of Micronesia,,2021-02-18,9321
Federated States of Micronesia,,2021-02-19,9468
Federated States of Micronesia,,2021-02-20,9468
Federated States of Micronesia,,2021-02-21,9715
Federated States of Micronesia,,2021-02-22,9820
Federated States of Micronesia,,2021-02-23,9821
Federated States of Micronesia,,2021-02-24,10159
Federated States of Micronesia,,2021-02-25,10306
Federated States of Micronesia,,2021-02-26,10414
Federated States of Micronesia,,2021-02-27,10599
Federated States of Micronesia,,2021-02-28,10619
Federated States of Micronesia,,2021-03-01,10628
Federated States of Micronesia,,2021-03-02,10791
Federated States of Micronesia,,2021-03-03,10879
Federated States of Micronesia,,2021-03-04,10928
Federated States of Micronesia,,2021-03-05,11128
Federated States of Micronesia,,2021-03-06,11290
Federated States of Micronesia,,2021-03-07,11360
Federated States of Micronesia,,2021-03-08,11361
Federated States of Micronesia,,2021-03-09,11506
Federated States of Micronesia,,2021-03-10,11612
Federated States of Micronesia,,2021-03-11,11713
Federated States of Micronesia,,2021-03-12,11870
Federated States of Micronesia,,2021-03-13,12162
Federated States of Micronesia,,2021-03-14,12326
Federated States of Micronesia,,2021-03-15,12372
Federated States of Micronesia,,2021-03-16,12653
Federated States of Micronesia,,2021-03-17,12817
Federated States of Micronesia,,2021-03-18,12818
Federated States of Micronesia,,2021-03-19,13198
Federated States of Micronesia,,2021-03-20,13514
Federated States of Micronesia,,2021-03-21,13578
Federated States of Micronesia,,2021-03-22,13608
Federated States of Micronesia,,2021-03-23,13721
Federated States of Micronesia,,2021-03-24,13815
Federated States of Micronesia,,2021-03-25,13951
Federated States of Micronesia,,2021-03-26,14324
Federated States of Micronesia,,2021-03-27,14521
Federated States of Micronesia,,2021-03-28,14637
Federated States of Micronesia,,2021-03-29,14736
Federated States of Micronesia,,2021-03-30,15046
Federated States of Micronesia,,2021-03-31,15398
Federated States of Micronesia,,2021-04-01,15567
Federated States of Micronesia,,2021-04-02,15567
Federated States of Micronesia,,2021-04-03,15690
Federated States of Micronesia,,2021-04-04,15691
Florida,,2021-01-12,586741
Florida,,2021-01-13,647330
Florida,,2021-01-14,709002
Florida,,2021-01-15,776430
Florida,,2021-01-19,1068787
Florida,,2021-01-20,1125338
Florida,,2021-01-21,1125338
Florida,,2021-01-22,1186719
Florida,,2021-01-23,1333116
Florida,,2021-01-24,1384479
Florida,,2021-01-25,1384407
Florida,,2021-01-26,1412466
Florida,,2021-01-27,1451507
Florida,,2021-01-28,1497903
Florida,,2021-01-29,1554179
Florida,,2021-01-30,1610425
Florida,,2021-01-31,1656005
Florida,,2021-02-01,1683674
Florida,,2021-02-02,1712327
Florida,,2021-02-03,1752699
Florida,,2021-02-04,1793625
Florida,,2021-02-05,1812723
Florida,,2021-02-06,1865090
Florida,,2021-02-07,1965590
Florida,,2021-02-08,1965590
Florida,,2021-02-09,2023419
Florida,,2021-02-10,2064585
Florida,,2021-02-11,2118750
Florida,,2021-02-12,2235645
Florida,,2021-02-13,2304435
Florida,,2021-02-14,2366552
Florida,,2021-02-16,2441429
Florida,,2021-02-17,2498089
Florida,,2021-02-18,2562863
Florida,,2021-02-19,2793123
Florida,,2021-02-20,2796210
Florida,,2021-02-21,2877011
Florida,,2021-02-22,2824219
Florida,,2021-02-23,2829480
Florida,,2021-02-24,2881733
Florida,,2021-02-25,2927858
Florida,,2021-02-26,2976245
Florida,,2021-02-27,3039028
Florida,,2021-02-28,3163425
Florida,,2021-03-01,3166839
Florida,,2021-03-02,3184067
Florida,,2021-03-03,3237174
Florida,,2021-03-04,3328742
Florida,,2021-03-05,3416396
Florida,,2021-03-06,3574315
Florida,,2021-03-07,3714407
Florida,,2021-03-08,3718074
Florida,,2021-03-09,3760044
Florida,,2021-03-10,3833243
Florida,,2021-03-11,3963502
Florida,,2021-03-12,4076435
Florida,,2021-03-13,4325176
Florida,,2021-03-14,4387617
Florida,,2021-03-15,4388959
Florida,,2021-03-16,4436541
Florida,,2021-03-17,4524707
Florida,,2021-03-18,4652763
Florida,,2021-03-19,4760399
Florida,,2021-03-20,4963147
Florida,,2021-03-21,5106288
Florida,,2021-03-22,5109346
Florida,,2021-03-23,5152128
Florida,,2021-03-24,5255602
Florida,,2021-03-25,5403866
Florida,,2021-03-26,5546514
Florida,,2021-03-27,5677465
Florida,,2021-03-28,5837452
Florida,,2021-03-29,5840928
Florida,,2021-03-30,5916809
Florida,,2021-03-31,6005354
Florida,,2021-04-01,6117321
Florida,,2021-04-02,6230063
Florida,,2021-04-03,6343593
Florida,,2021-04-04,6552905
Georgia,GEO,2021-01-12,85110
Georgia,GEO,2021-01-13,86105
Georgia,GEO,2021-01-14,204301
Georgia,GEO,2021-01-15,204301
Georgia,GEO,2021-01-19,278151
Georgia,GEO,2021-01-20,356010
Georgia,GEO,2021-01-21,407000
Georgia,GEO,2021-01-22,533665
Georgia,GEO,2021-01-23,534161
Georgia,GEO,2021-01-24,534161
Georgia,GEO,2021-01-25,534161
Georgia,GEO,2021-01-26,591385
Georgia,GEO,2021-01-27,622905
Georgia,GEO,2021-01-28,659212
Georgia,GEO,2021-01-29,693085
Georgia,GEO,2021-01-30,729117
Georgia,GEO,2021-01-31,766875
Georgia,GEO,2021-02-01,785487
Georgia,GEO,2021-02-02,790354
Georgia,GEO,2021-02-03,813214
Georgia,GEO,2021-02-04,834091
Georgia,GEO,2021-02-05,860543
Georgia,GEO,2021-02-06,887597
Georgia,GEO,2021-02-07,912189
Georgia,GEO,2021-02-08,923282
Georgia,GEO,2021-02-09,927176
Georgia,GEO,2021-02-10,946505
Georgia,GEO,2021-02-11,967179
Georgia,GEO,2021-02-12,967179
Georgia,GEO,2021-02-13,987693
Georgia,GEO,2021-02-14,1027629
Georgia,GEO,2021-02-16,1040075
Georgia,GEO,2021-02-17,1040075
Georgia,GEO,2021-02-18,1073929
Georgia,GEO,2021-02-19,1158554
Georgia,GEO,2021-02-20,1181826
Georgia,GEO,2021-02-21,1202374
Georgia,GEO,2021-02-22,1188521
Georgia,GEO,2021-02-23,1191004
Georgia,GEO,2021-02-24,1203510
Georgia,GEO,2021-02-25,1219200
Georgia,GEO,2021-02-26,1239379
Georgia,GEO,2021-02-27,1258671
Georgia,GEO,2021-02-28,1259837
Georgia,GEO,2021-03-01,1260430
Georgia,GEO,2021-03-02,1268982
Georgia,GEO,2021-03-03,1287231
Georgia,GEO,2021-03-04,1310024
Georgia,GEO,2021-03-05,1337534
Georgia,GEO,2021-03-06,1365901
Georgia,GEO,2021-03-07,1396280
Georgia,GEO,2021-03-08,1411942
Georgia,GEO,2021-03-09,1420118
Georgia,GEO,2021-03-10,1422182
Georgia,GEO,2021-03-11,1474110
Georgia,GEO,2021-03-12,1548497
Georgia,GEO,2021-03-13,1608162
Georgia,GEO,2021-03-14,1662522
Georgia,GEO,2021-03-15,1689912
Georgia,GEO,2021-03-16,1707798
Georgia,GEO,2021-03-17,1710417
Georgia,GEO,2021-03-18,1774120
Georgia,GEO,2021-03-19,1777288
Georgia,GEO,2021-03-20,1920080
Georgia,GEO,2021-03-21,1999241
Georgia,GEO,2021-03-22,2058969
Georgia,GEO,2021-03-23,2059451
Georgia,GEO,2021-03-24,2121979
Georgia,GEO,2021-03-25,2179249
Georgia,GEO,2021-03-26,2256114
Georgia,GEO,2021-03-27,2326415
Georgia,GEO,2021-03-28,2401381
Georgia,GEO,2021-03-29,2447419
Georgia,GEO,2021-03-30,2465539
Georgia,GEO,2021-03-31,2515040
Georgia,GEO,2021-04-01,2584711
Georgia,GEO,2021-04-02,2659950
Georgia,GEO,2021-04-03,2726041
Georgia,GEO,2021-04-04,2728898
Guam,GUM,2021-01-12,401
Guam,GUM,2021-01-13,401
Guam,GUM,2021-01-14,3785
Guam,GUM,2021-01-15,3785
Guam,GUM,2021-01-19,3785
Guam,GUM,2021-01-20,3785
Guam,GUM,2021-01-21,3785
Guam,GUM,2021-01-22,3785
Guam,GUM,2021-01-23,3785
Guam,GUM,2021-01-24,3785
Guam,GUM,2021-01-25,3785
Guam,GUM,2021-01-26,13378
Guam,GUM,2021-01-27,14269
Guam,GUM,2021-01-28,15405
Guam,GUM,2021-01-29,16747
Guam,GUM,2021-01-30,17784
Guam,GUM,2021-01-31,17784
Guam,GUM,2021-02-01,18538
Guam,GUM,2021-02-02,19700
Guam,GUM,2021-02-03,20785
Guam,GUM,2021-02-04,20785
Guam,GUM,2021-02-05,21871
Guam,GUM,2021-02-06,23195
Guam,GUM,2021-02-07,23564
Guam,GUM,2021-02-08,23693
Guam,GUM,2021-02-09,24420
Guam,GUM,2021-02-10,25308
Guam,GUM,2021-02-11,26019
Guam,GUM,2021-02-12,26699
Guam,GUM,2021-02-13,27348
Guam,GUM,2021-02-14,27647
Guam,GUM,2021-02-16,27946
Guam,GUM,2021-02-17,28460
Guam,GUM,2021-02-18,29055
Guam,GUM,2021-02-19,31432
Guam,GUM,2021-02-20,31950
Guam,GUM,2021-02-21,32024
Guam,GUM,2021-02-22,32377
Guam,GUM,2021-02-23,32799
Guam,GUM,2021-02-24,33183
Guam,GUM,2021-02-25,33677
Guam,GUM,2021-02-26,33696
Guam,GUM,2021-02-27,34205
Guam,GUM,2021-02-28,34485
Guam,GUM,2021-03-01,34489
Guam,GUM,2021-03-02,34532
Guam,GUM,2021-03-03,34553
Guam,GUM,2021-03-04,34944
Guam,GUM,2021-03-05,35076
Guam,GUM,2021-03-06,35123
Guam,GUM,2021-03-07,35130
Guam,GUM,2021-03-08,35161
Guam,GUM,2021-03-09,35680
Guam,GUM,2021-03-10,36034
Guam,GUM,2021-03-11,36283
Guam,GUM,2021-03-12,36600
Guam,GUM,2021-03-13,36826
Guam,GUM,2021-03-14,36978
Guam,GUM,2021-03-15,36979
Guam,GUM,2021-03-16,37235
Guam,GUM,2021-03-17,38212
Guam,GUM,2021-03-18,39483
Guam,GUM,2021-03-19,40907
Guam,GUM,2021-03-20,40955
Guam,GUM,2021-03-21,40965
Guam,GUM,2021-03-22,42544
Guam,GUM,2021-03-23,43983
Guam,GUM,2021-03-24,45768
Guam,GUM,2021-03-25,47355
Guam,GUM,2021-03-26,49193
Guam,GUM,2021-03-27,49393
Guam,GUM,2021-03-28,50793
Guam,GUM,2021-03-29,52481
Guam,GUM,2021-03-30,52535
Guam,GUM,2021-03-31,54839
Guam,GUM,2021-04-01,55807
Guam,GUM,2021-04-02,57175
Guam,GUM,2021-04-03,58550
Guam,GUM,2021-04-04,58622
Hawaii,,2021-01-15,39690
Hawaii,,2021-01-19,52635
Hawaii,,2021-01-20,58111
Hawaii,,2021-01-21,63282
Hawaii,,2021-01-22,67991
Hawaii,,2021-01-23,67990
Hawaii,,2021-01-24,67990
Hawaii,,2021-01-25,74296
Hawaii,,2021-01-26,75820
Hawaii,,2021-01-27,79147
Hawaii,,2021-01-28,84139
Hawaii,,2021-01-29,89428
Hawaii,,2021-01-30,96743
Hawaii,,2021-01-31,103398
Hawaii,,2021-02-01,108745
Hawaii,,2021-02-02,110757
Hawaii,,2021-02-03,115440
Hawaii,,2021-02-04,120533
Hawaii,,2021-02-05,126683
Hawaii,,2021-02-06,132701
Hawaii,,2021-02-07,137230
Hawaii,,2021-02-08,142259
Hawaii,,2021-02-09,142259
Hawaii,,2021-02-10,142259
Hawaii,,2021-02-11,150648
Hawaii,,2021-02-12,154828
Hawaii,,2021-02-13,159583
Hawaii,,2021-02-14,162945
Hawaii,,2021-02-16,168479
Hawaii,,2021-02-17,170911
Hawaii,,2021-02-18,174151
Hawaii,,2021-02-19,210213
Hawaii,,2021-02-20,215488
Hawaii,,2021-02-21,219881
Hawaii,,2021-02-22,225335
Hawaii,,2021-02-23,226376
Hawaii,,2021-02-24,228596
Hawaii,,2021-02-25,233205
Hawaii,,2021-02-26,237956
Hawaii,,2021-02-27,243013
Hawaii,,2021-02-28,248020
Hawaii,,2021-03-01,250646
Hawaii,,2021-03-02,251442
Hawaii,,2021-03-03,253718
Hawaii,,2021-03-04,259210
Hawaii,,2021-03-05,264868
Hawaii,,2021-03-06,271432
Hawaii,,2021-03-07,272100
Hawaii,,2021-03-08,280866
Hawaii,,2021-03-09,287071
Hawaii,,2021-03-10,294934
Hawaii,,2021-03-11,304606
Hawaii,,2021-03-12,314009
Hawaii,,2021-03-13,322222
Hawaii,,2021-03-14,329359
Hawaii,,2021-03-15,333759
Hawaii,,2021-03-16,339603
Hawaii,,2021-03-17,349281
Hawaii,,2021-03-18,359319
Hawaii,,2021-03-19,369835
Hawaii,,2021-03-20,378607
Hawaii,,2021-03-21,387067
Hawaii,,2021-03-22,390305
Hawaii,,2021-03-23,396262
Hawaii,,2021-03-24,404267
Hawaii,,2021-03-25,410879
Hawaii,,2021-03-26,420788
Hawaii,,2021-03-27,421727
Hawaii,,2021-03-28,422366
Hawaii,,2021-03-29,439169
Hawaii,,2021-03-30,444099
Hawaii,,2021-03-31,450539
Hawaii,,2021-04-01,455591
Hawaii,,2021-04-02,461922
Hawaii,,2021-04-03,467072
Hawaii,,2021-04-04,476114
Idaho,,2021-01-12,31504
Idaho,,2021-01-13,33176
Idaho,,2021-01-14,35179
Idaho,,2021-01-15,37646
Idaho,,2021-01-19,53609
Idaho,,2021-01-20,58328
Idaho,,2021-01-21,61118
Idaho,,2021-01-22,64295
Idaho,,2021-01-23,68292
Idaho,,2021-01-24,72424
Idaho,,2021-01-25,76199
Idaho,,2021-01-26,78484
Idaho,,2021-01-27,80857
Idaho,,2021-01-28,85373
Idaho,,2021-01-29,88975
Idaho,,2021-01-30,93632
Idaho,,2021-01-31,98287
Idaho,,2021-02-01,100946
Idaho,,2021-02-02,102959
Idaho,,2021-02-03,107234
Idaho,,2021-02-04,113110
Idaho,,2021-02-05,120147
Idaho,,2021-02-06,133810
Idaho,,2021-02-07,140916
Idaho,,2021-02-08,149231
Idaho,,2021-02-09,151372
Idaho,,2021-02-10,155238
Idaho,,2021-02-11,159796
Idaho,,2021-02-12,159796
Idaho,,2021-02-13,163950
Idaho,,2021-02-14,174495
Idaho,,2021-02-16,187653
Idaho,,2021-02-17,191063
Idaho,,2021-02-18,195596
Idaho,,2021-02-19,211625
Idaho,,2021-02-20,216285
Idaho,,2021-02-21,222381
Idaho,,2021-02-22,230560
Idaho,,2021-02-23,232592
Idaho,,2021-02-24,234983
Idaho,,2021-02-25,239100
Idaho,,2021-02-26,243714
Idaho,,2021-02-27,249980
Idaho,,2021-02-28,256810
Idaho,,2021-03-01,263438
Idaho,,2021-03-02,266252
Idaho,,2021-03-03,270724
Idaho,,2021-03-04,275118
Idaho,,2021-03-05,282541
Idaho,,2021-03-06,289977
Idaho,,2021-03-07,296541
Idaho,,2021-03-08,300640
Idaho,,2021-03-09,304032
Idaho,,2021-03-10,309022
Idaho,,2021-03-11,315010
Idaho,,2021-03-12,324180
Idaho,,2021-03-13,332271
Idaho,,2021-03-14,340495
Idaho,,2021-03-15,345005
Idaho,,2021-03-16,348653
Idaho,,2021-03-17,349038
Idaho,,2021-03-18,359793
Idaho,,2021-03-19,369859
Idaho,,2021-03-20,382524
Idaho,,2021-03-21,394331
Idaho,,2021-03-22,400267
Idaho,,2021-03-23,403821
Idaho,,2021-03-24,409788
Idaho,,2021-03-25,418189
Idaho,,2021-03-26,428376
Idaho,,2021-03-27,439001
Idaho,,2021-03-28,448334
Idaho,,2021-03-29,452828
Idaho,,2021-03-30,454535
Idaho,,2021-03-31,460710
Idaho,,2021-04-01,469042
Idaho,,2021-04-02,477729
Idaho,,2021-04-03,487864
Idaho,,2021-04-04,499344
Illinois,,2021-01-12,284035
Illinois,,2021-01-13,291445
Illinois,,2021-01-14,316876
Illinois,,2021-01-15,341518
Illinois,,2021-01-19,414362
Illinois,,2021-01-20,425824
Illinois,,2021-01-21,452010
Illinois,,2021-01-22,479848
Illinois,,2021-01-23,518779
Illinois,,2021-01-24,556517
Illinois,,2021-01-25,578406
Illinois,,2021-01-26,590212
Illinois,,2021-01-27,611024
Illinois,,2021-01-28,643555
Illinois,,2021-01-29,685529
Illinois,,2021-01-30,733006
Illinois,,2021-01-31,781536
Illinois,,2021-02-01,817253
Illinois,,2021-02-02,831556
Illinois,,2021-02-03,859076
Illinois,,2021-02-04,905981
Illinois,,2021-02-05,962345
Illinois,,2021-02-06,1028487
Illinois,,2021-02-07,1086599
Illinois,,2021-02-08,1131846
Illinois,,2021-02-09,1148175
Illinois,,2021-02-10,1198096
Illinois,,2021-02-11,1243706
Illinois,,2021-02-12,1294565
Illinois,,2021-02-13,1364527
Illinois,,2021-02-14,1421577
Illinois,,2021-02-16,1498639
Illinois,,2021-02-17,1531557
Illinois,,2021-02-18,1557154
Illinois,,2021-02-19,1647720
Illinois,,2021-02-20,1697843
Illinois,,2021-02-21,1742360
Illinois,,2021-02-22,1766364
Illinois,,2021-02-23,1802372
Illinois,,2021-02-24,1826927
Illinois,,2021-02-25,1855962
Illinois,,2021-02-26,1923246
Illinois,,2021-02-27,1964466
Illinois,,2021-02-28,2004662
Illinois,,2021-03-01,2045444
Illinois,,2021-03-02,2076864
Illinois,,2021-03-03,2110030
Illinois,,2021-03-04,2153991
Illinois,,2021-03-05,2204820
Illinois,,2021-03-06,2275017
Illinois,,2021-03-07,2346663
Illinois,,2021-03-08,2398497
Illinois,,2021-03-09,2414809
Illinois,,2021-03-10,2452227
Illinois,,2021-03-11,2512334
Illinois,,2021-03-12,2603710
Illinois,,2021-03-13,2754782
Illinois,,2021-03-14,2755219
Illinois,,2021-03-15,2812496
Illinois,,2021-03-16,2856270
Illinois,,2021-03-17,2909272
Illinois,,2021-03-18,2983268
Illinois,,2021-03-19,3044878
Illinois,,2021-03-20,3147727
Illinois,,2021-03-21,3241285
Illinois,,2021-03-22,3307733
Illinois,,2021-03-23,3340960
Illinois,,2021-03-24,3399403
Illinois,,2021-03-25,3481498
Illinois,,2021-03-26,3576707
Illinois,,2021-03-27,3671282
Illinois,,2021-03-28,3763201
Illinois,,2021-03-29,3832086
Illinois,,2021-03-30,3865951
Illinois,,2021-03-31,3930026
Illinois,,2021-04-01,4024047
Illinois,,2021-04-02,4108995
Illinois,,2021-04-03,4207838
Illinois,,2021-04-04,4303924
Indian Health Svc,,2021-01-12,16105
Indian Health Svc,,2021-01-13,17240
Indian Health Svc,,2021-01-14,69313
Indian Health Svc,,2021-01-15,77309
Indian Health Svc,,2021-01-19,90329
Indian Health Svc,,2021-01-20,93635
Indian Health Svc,,2021-01-21,99004
Indian Health Svc,,2021-01-22,103912
Indian Health Svc,,2021-01-23,120761
Indian Health Svc,,2021-01-24,128843
Indian Health Svc,,2021-01-25,130085
Indian Health Svc,,2021-01-26,131481
Indian Health Svc,,2021-01-27,135456
Indian Health Svc,,2021-01-28,144908
Indian Health Svc,,2021-01-29,152563
Indian Health Svc,,2021-01-30,155066
Indian Health Svc,,2021-01-31,165493
Indian Health Svc,,2021-02-01,166090
Indian Health Svc,,2021-02-02,168022
Indian Health Svc,,2021-02-03,174664
Indian Health Svc,,2021-02-04,182111
Indian Health Svc,,2021-02-05,185622
Indian Health Svc,,2021-02-06,204056
Indian Health Svc,,2021-02-07,208409
Indian Health Svc,,2021-02-08,214822
Indian Health Svc,,2021-02-09,219484
Indian Health Svc,,2021-02-10,224869
Indian Health Svc,,2021-02-11,236970
Indian Health Svc,,2021-02-12,251445
Indian Health Svc,,2021-02-13,261997
Indian Health Svc,,2021-02-14,273379
Indian Health Svc,,2021-02-16,278647
Indian Health Svc,,2021-02-17,282359
Indian Health Svc,,2021-02-18,289605
Indian Health Svc,,2021-02-19,292789
Indian Health Svc,,2021-02-20,295515
Indian Health Svc,,2021-02-21,304986
Indian Health Svc,,2021-02-22,314387
Indian Health Svc,,2021-02-23,323323
Indian Health Svc,,2021-02-24,331324
Indian Health Svc,,2021-02-25,342938
Indian Health Svc,,2021-02-26,358249
Indian Health Svc,,2021-02-27,370073
Indian Health Svc,,2021-02-28,380562
Indian Health Svc,,2021-03-01,388629
Indian Health Svc,,2021-03-02,392515
Indian Health Svc,,2021-03-03,398016
Indian Health Svc,,2021-03-04,407135
Indian Health Svc,,2021-03-05,416618
Indian Health Svc,,2021-03-06,427332
Indian Health Svc,,2021-03-07,434800
Indian Health Svc,,2021-03-08,439930
Indian Health Svc,,2021-03-09,442180
Indian Health Svc,,2021-03-10,449268
Indian Health Svc,,2021-03-11,457232
Indian Health Svc,,2021-03-12,466856
Indian Health Svc,,2021-03-13,476051
Indian Health Svc,,2021-03-14,482152
Indian Health Svc,,2021-03-15,488026
Indian Health Svc,,2021-03-16,493682
Indian Health Svc,,2021-03-17,502449
Indian Health Svc,,2021-03-18,513330
Indian Health Svc,,2021-03-19,522791
Indian Health Svc,,2021-03-20,531426
Indian Health Svc,,2021-03-21,540519
Indian Health Svc,,2021-03-22,544676
Indian Health Svc,,2021-03-23,546943
Indian Health Svc,,2021-03-24,556361
Indian Health Svc,,2021-03-25,562008
Indian Health Svc,,2021-03-26,571858
Indian Health Svc,,2021-03-27,579239
Indian Health Svc,,2021-03-28,589212
Indian Health Svc,,2021-03-29,592001
Indian Health Svc,,2021-03-30,593604
Indian Health Svc,,2021-03-31,602532
Indian Health Svc,,2021-04-01,610100
Indian Health Svc,,2021-04-02,617453
Indian Health Svc,,2021-04-03,623518
Indian Health Svc,,2021-04-04,630465
Indiana,,2021-01-12,114781
Indiana,,2021-01-13,125763
Indiana,,2021-01-14,203889
Indiana,,2021-01-15,222599
Indiana,,2021-01-19,283779
Indiana,,2021-01-20,297720
Indiana,,2021-01-21,320266
Indiana,,2021-01-22,340055
Indiana,,2021-01-23,367944
Indiana,,2021-01-24,367944
